  0, 0, 0, 84, 121, 3, 0, 0, 68, 1, 0, 3, 66, 9, 0, 4, 193, 3, 0, 0, 2, 1, 0, 12, 46, 1, 0, 0, 45, 2, 0, 2, 0, 0, 0, 24, 87, 3, 0, 0, 83, 7, 1, 7, 84, 6, 0, 2, 193, 10, 0, 1, 3, 1, 0, 22, 45, 0, 0, 1, 59, 1, 0, 8, 0, 0, 0, 4, 78, 6, 0, 0, 92, 3, 0, 9, 98, 3, 0, 3, 193, 4, 0, 1, 5, 1, 0, 14, 42, 0, 0, 1, 61, 6, 1, 3, 0, 0, 0, 4, 50, 4, 0, 0, 81, 1, 0, 2, 88, 6, 0, 2, 193, 2, 0, 0, 4, 0, 0, 6, 33, 1, 1, 1, 47, 3, 0, 0;
  0, 1, 3, 4, 2, 1, 0, 0, 17, 6, 7, 8, 3, 0, 0, 2, 209, 10, 3, 1, 0, 0, 0, 68, 69, 1, 0, 0, 1, 2, 11, 26, 0, 0, 5, 27, 7, 0, 0, 0, 61, 20, 35, 104, 10, 0, 0, 1, 209, 32, 15, 9, 0, 0, 0, 50, 63, 1, 1, 3, 1, 1, 2, 12, 0, 0, 0, 31, 54, 13, 1, 0, 124, 6, 4, 79, 58, 15, 6, 10, 209, 10, 2, 3, 0, 0, 1, 28, 48, 2, 2, 22, 8, 0, 0, 2, 1, 0, 1, 6, 24, 27, 5, 3, 58, 1, 0, 3, 24, 45, 58, 41, 209, 26, 0, 1, 1, 0, 9, 43, 37, 7, 0, 36, 32, 1, 1, 0;
  2, 0, 0, 0, 52, 24, 3, 8, 88, 14, 0, 0, 157, 50, 0, 0, 157, 42, 0, 0, 7, 1, 0, 3, 53, 3, 0, 0, 0, 0, 4, 11, 4, 0, 0, 0, 46, 23, 2, 13, 69, 10, 0, 0, 157, 98, 6, 7, 157, 41, 0, 0, 18, 11, 6, 37, 63, 4, 2, 1, 0, 0, 9, 28, 9, 0, 0, 0, 10, 16, 5, 19, 16, 0, 0, 0, 62, 143, 116, 55, 157, 4, 0, 0, 4, 21, 95, 157, 36, 4, 7, 4, 0, 0, 21, 28, 19, 0, 0, 0, 0, 0, 1, 19, 56, 0, 0, 0, 0, 4, 29, 49, 38, 0, 0, 0, 0, 1, 31, 79, 6, 1, 0, 0, 1, 2, 17, 20;
  27, 24, 25, 38, 13, 1, 0, 0, 52, 39, 14, 15, 8, 1, 0, 1, 160, 38, 1, 0, 0, 0, 3, 50, 39, 0, 0, 0, 0, 0, 58, 65, 67, 6, 0, 2, 24, 22, 9, 39, 91, 13, 1, 3, 36, 67, 14, 24, 160, 40, 1, 0, 3, 5, 1, 32, 82, 44, 19, 0, 0, 1, 21, 23, 81, 0, 0, 0, 33, 71, 19, 101, 73, 0, 0, 0, 77, 145, 22, 63, 160, 26, 0, 0, 8, 20, 6, 44, 65, 48, 15, 1, 0, 0, 0, 1, 45, 0, 0, 2, 39, 70, 23, 54, 32, 0, 0, 6, 77, 42, 18, 44, 148, 4, 4, 1, 8, 10, 9, 108, 35, 10, 24, 22, 0, 0, 0, 7;
  83, 100, 0, 0, 2, 5, 0, 0, 184, 143, 0, 0, 0, 0, 0, 5, 41, 7, 0, 0, 0, 0, 19, 19, 0, 0, 0, 0, 0, 1, 32, 8, 98, 21, 0, 0, 18, 43, 0, 1, 184, 50, 0, 0, 0, 0, 0, 7, 113, 6, 0, 0, 0, 0, 9, 24, 0, 1, 0, 0, 1, 0, 14, 8, 69, 3, 0, 0, 36, 116, 4, 10, 184, 18, 0, 0, 0, 6, 2, 22, 124, 18, 1, 0, 0, 0, 1, 11, 3, 4, 0, 0, 1, 0, 0, 1, 29, 2, 0, 0, 17, 88, 8, 12, 184, 3, 0, 0, 2, 17, 6, 45, 94, 4, 0, 0, 0, 0, 1, 14, 1, 0, 1, 1, 1, 0, 0, 1;
  103, 10, 0, 0, 25, 71, 1, 4, 193, 32, 0, 0, 0, 1, 0, 7, 77, 13, 1, 0, 0, 0, 3, 9, 1, 2, 0, 1, 2, 1, 3, 2, 77, 3, 0, 0, 31, 155, 10, 18, 193, 11, 0, 0, 1, 14, 6, 48, 103, 9, 1, 0, 0, 0, 1, 20, 2, 1, 1, 2, 1, 0, 0, 1, 47, 3, 0, 0, 11, 75, 10, 18, 193, 39, 0, 0, 2, 21, 8, 35, 102, 27, 1, 1, 0, 0, 0, 3, 0, 1, 2, 3, 2, 0, 0, 0, 14, 1, 0, 0, 5, 21, 10, 23, 193, 67, 0, 0, 4, 13, 2, 4, 111, 50, 1, 0, 0, 0, 0, 0, 0, 3, 3, 3, 1, 0, 0, 0;
  0, 27, 18, 14, 86, 16, 0, 0, 32, 143, 25, 1, 4, 4, 0, 0, 143, 94, 4, 1, 3, 3, 11, 12, 8, 0, 0, 1, 10, 14, 67, 20, 3, 11, 10, 9, 43, 37, 0, 0, 88, 49, 0, 0, 8, 39, 5, 11, 143, 71, 0, 0, 0, 0, 6, 37, 38, 4, 0, 3, 2, 4, 41, 27, 14, 4, 0, 0, 2, 27, 12, 12, 57, 1, 0, 0, 2, 32, 42, 112, 143, 10, 12, 9, 0, 0, 5, 143, 31, 2, 40, 118, 4, 2, 9, 38, 2, 0, 0, 0, 2, 44, 49, 14, 57, 37, 8, 2, 5, 5, 18, 53, 75, 71, 113, 54, 0, 0, 0, 45, 2, 1, 99, 143, 0, 0, 0, 1;
  2, 0, 0, 0, 54, 68, 37, 3, 39, 0, 0, 0, 2, 19, 21, 29, 88, 1, 0, 0, 0, 0, 0, 115, 39, 0, 1, 0, 0, 0, 18, 123, 11, 0, 0, 0, 19, 123, 114, 12, 31, 10, 0, 0, 49, 123, 35, 10, 123, 29, 1, 0, 2, 8, 7, 64, 108, 8, 20, 7, 0, 0, 0, 44, 34, 7, 1, 1, 11, 50, 20, 15, 7, 1, 0, 2, 30, 123, 123, 16, 113, 17, 28, 23, 17, 55, 73, 57, 43, 27, 123, 31, 0, 0, 0, 4, 67, 18, 3, 3, 0, 0, 3, 14, 15, 3, 8, 116, 35, 31, 29, 14, 3, 1, 16, 123, 61, 20, 10, 13, 21, 8, 35, 18, 1, 0, 0, 64;
  0, 4, 22, 13, 13, 25, 2, 0, 0, 0, 22, 42, 49, 117, 1, 0, 3, 6, 27, 14, 24, 97, 48, 7, 0, 19, 36, 0, 0, 24, 100, 4, 0, 18, 126, 46, 1, 1, 0, 0, 10, 15, 126, 126, 10, 5, 0, 2, 126, 69, 49, 28, 6, 15, 43, 37, 41, 12, 9, 5, 1, 46, 126, 26, 0, 4, 126, 27, 0, 0, 0, 0, 57, 10, 55, 74, 3, 0, 0, 55, 126, 28, 6, 5, 1, 0, 0, 126, 41, 23, 41, 26, 4, 3, 2, 7, 3, 6, 38, 11, 0, 0, 0, 6, 119, 37, 10, 3, 0, 0, 2, 44, 126, 53, 20, 11, 0, 0, 0, 46, 4, 4, 60, 76, 5, 0, 0, 3;
  7, 1, 0, 40, 87, 0, 0, 0, 126, 3, 1, 14, 17, 8, 5, 46, 18, 0, 0, 0, 18, 118, 25, 19, 6, 13, 0, 0, 25, 126, 25, 0, 24, 1, 0, 37, 126, 0, 0, 1, 126, 13, 3, 9, 17, 6, 4, 41, 39, 5, 13, 17, 36, 74, 14, 16, 0, 2, 5, 5, 40, 123, 14, 1, 22, 1, 0, 11, 126, 6, 2, 10, 126, 53, 44, 26, 22, 8, 4, 31, 15, 42, 126, 94, 23, 10, 1, 1, 0, 42, 126, 49, 11, 12, 1, 0, 5, 0, 0, 3, 52, 22, 25, 50, 18, 2, 5, 10, 29, 78, 26, 99, 0, 14, 43, 24, 52, 126, 12, 0, 0, 21, 71, 26, 16, 19, 2, 0;
  1, 2, 14, 57, 6, 0, 0, 0, 1, 4, 36, 84, 4, 0, 0, 0, 32, 17, 38, 51, 0, 0, 1, 17, 11, 5, 5, 1, 0, 0, 16, 38, 20, 5, 14, 37, 32, 8, 7, 38, 21, 15, 23, 131, 131, 14, 3, 4, 131, 46, 22, 31, 8, 2, 2, 40, 36, 2, 5, 10, 1, 1, 21, 47, 42, 1, 1, 3, 63, 56, 18, 101, 26, 3, 1, 13, 131, 131, 8, 5, 131, 76, 9, 9, 24, 41, 3, 17, 33, 26, 61, 74, 2, 0, 0, 4, 31, 1, 3, 5, 50, 58, 11, 52, 2, 1, 0, 1, 131, 131, 10, 0, 76, 94, 13, 8, 107, 52, 0, 0, 13, 40, 46, 78, 37, 0, 0, 0;
  47, 7, 0, 0, 69, 21, 0, 1, 169, 24, 0, 0, 0, 0, 0, 31, 99, 12, 2, 2, 2, 3, 1, 13, 0, 0, 1, 1, 2, 8, 2, 1, 72, 3, 0, 0, 130, 39, 0, 4, 169, 9, 0, 0, 1, 0, 0, 71, 88, 4, 4, 4, 4, 9, 4, 28, 0, 0, 10, 3, 0, 2, 6, 4, 65, 6, 0, 0, 169, 52, 0, 2, 169, 60, 4, 1, 5, 2, 0, 8, 66, 28, 63, 36, 1, 0, 0, 1, 0, 1, 86, 26, 0, 0, 1, 1, 38, 0, 0, 2, 141, 43, 1, 12, 169, 16, 6, 3, 8, 4, 2, 43, 28, 12, 32, 36, 1, 1, 23, 16, 2, 3, 27, 9, 0, 0, 29, 43;
  100, 10, 0, 0, 18, 4, 0, 1, 194, 3, 0, 0, 0, 0, 0, 12, 76, 2, 5, 3, 5, 4, 1, 4, 0, 1, 23, 6, 3, 12, 2, 0, 127, 16, 0, 0, 44, 7, 0, 0, 194, 12, 0, 0, 0, 0, 1, 13, 88, 1, 0, 0, 4, 14, 5, 10, 0, 0, 0, 1, 8, 17, 3, 0, 122, 8, 0, 0, 65, 12, 0, 7, 194, 22, 0, 0, 0, 0, 0, 46, 88, 10, 4, 5, 5, 7, 1, 9, 0, 0, 0, 1, 9, 15, 1, 0, 123, 1, 0, 0, 72, 12, 0, 23, 194, 1, 0, 0, 1, 1, 1, 120, 30, 1, 2, 1, 3, 8, 4, 19, 0, 0, 2, 0, 0, 5, 8, 2;
  1, 1, 1, 3, 0, 0, 0, 1, 37, 13, 11, 17, 0, 0, 0, 0, 210, 19, 3, 1, 0, 0, 0, 37, 87, 0, 0, 7, 1, 0, 8, 29, 1, 1, 0, 11, 13, 1, 0, 0, 68, 25, 16, 68, 49, 8, 1, 4, 210, 47, 9, 9, 2, 1, 1, 20, 104, 4, 3, 76, 13, 0, 1, 8, 0, 1, 1, 3, 13, 6, 0, 0, 65, 2, 0, 7, 46, 52, 20, 36, 210, 33, 2, 5, 4, 5, 8, 59, 75, 16, 3, 48, 39, 5, 8, 16, 1, 1, 1, 0, 1, 1, 0, 0, 36, 4, 0, 0, 1, 6, 6, 9, 210, 73, 0, 0, 0, 0, 1, 9, 81, 22, 0, 1, 5, 3, 8, 25;
  2, 19, 4, 0, 4, 134, 39, 0, 109, 131, 3, 0, 4, 36, 3, 1, 142, 55, 0, 0, 0, 0, 13, 29, 3, 0, 0, 0, 0, 2, 49, 14, 0, 2, 32, 19, 44, 110, 5, 0, 109, 49, 3, 3, 72, 112, 2, 3, 147, 76, 0, 0, 1, 3, 8, 32, 27, 0, 0, 0, 0, 5, 63, 22, 23, 37, 97, 15, 10, 4, 0, 4, 71, 12, 11, 5, 44, 60, 16, 40, 147, 5, 0, 0, 1, 8, 8, 105, 45, 0, 0, 1, 1, 3, 14, 17, 52, 35, 2, 0, 0, 0, 2, 47, 64, 3, 0, 0, 0, 4, 15, 86, 147, 5, 0, 0, 0, 1, 3, 65, 26, 3, 2, 6, 0, 0, 0, 3;
  33, 91, 27, 0, 0, 0, 0, 2, 37, 57, 55, 13, 4, 13, 15, 33, 0, 3, 58, 59, 39, 41, 10, 4, 26, 35, 73, 11, 4, 2, 1, 3, 100, 22, 2, 0, 0, 0, 12, 38, 141, 6, 0, 0, 2, 46, 38, 112, 18, 1, 1, 3, 36, 141, 86, 20, 14, 16, 3, 2, 5, 67, 131, 65, 58, 4, 0, 3, 6, 8, 50, 41, 141, 80, 2, 1, 0, 7, 4, 22, 51, 39, 12, 33, 36, 117, 35, 5, 7, 17, 9, 19, 16, 49, 88, 39, 13, 17, 9, 30, 13, 4, 3, 1, 75, 141, 29, 0, 0, 0, 0, 0, 20, 104, 87, 43, 13, 1, 2, 7, 6, 45, 19, 30, 11, 14, 10, 5;
